Type,Name,lon,lat
DN,Apastapeque,-88.66981042,13.63279716
DN,Berlin,-88.58569917,13.57741881
DN,Berlin,-88.57292899,13.57434905
DN,Berlin,-88.55156351,13.5700514
DN,Berlin,-88.54161751,13.56833234
DN,Berlin,-88.52725106,13.56587653
DN,Berlin,-88.51374415,13.5675956
DN,Berlin,-88.50613116,13.56784118
DN,Berlin,-88.49962328,13.56710443
DN,Berlin,-88.49201029,13.5688235
DN,Berlin,-88.48771264,13.56747281
DN,Berlin,-88.47954709,13.56538537
DN,Berlin,-88.47463549,13.5638505
DN,Berlin,-88.46751366,13.56157888
DN,Berlin,-88.45873416,13.56090353
DN,Berlin,-88.45345419,13.56078074
DN,Berlin,-88.44811281,13.56028958
DN,Berlin,-88.44289423,13.55906168
DN,Berlin,-88.43785984,13.55912308
DN,Berlin,-88.42551943,13.55850912
DN,Berlin,-88.41324041,13.55777238
DN,Berlin,-88.39801444,13.55728122
DN,Berlin,-88.39310283,13.55605332
DN,Berlin,-88.38401636,13.5562989
DN,Berlin,-88.36952712,13.55359752
DN,Berlin,-88.35896717,13.55065056
DN,Berlin,-88.34030307,13.54942265
DN,Berlin,-88.31770968,13.55065056
DN,Berlin,-88.30739531,13.54819475
DN,Berlin,-88.29266049,13.54745801
D,San_Miguel,-88.25177138,13.53910828
D,San_Miguel,-88.23163379,13.53370552
D,San_Miguel,-88.21689897,13.53026739
D,San_Miguel,-88.19234095,13.52682927
D,San_Miguel,-88.16483595,13.52437346
D,San_Miguel,-88.13536632,13.5214265
D,San_Miguel,-88.10933481,13.5189707
D,San_Miguel,-88.0808475,13.51946186
D,San_Miguel,-88.04793974,13.51798838
D,San_Miguel,-88.02289055,13.5189707
D,San_Miguel,-88.00373529,13.51749722
D,San_Miguel,-87.95903967,13.51798838
D,San_Miguel,-87.92220263,13.51405909
D,San_Miguel,-87.89175068,13.51062097
D,San_Miguel,-87.86571917,13.50767401
D,San_Miguel,-87.83968766,13.50472704
D,Marabios,87.04766054,12.74606814
D,Marabios,-86.90031236,12.64685371
D,Marabios,-86.78636311,12.57514426
D,Marabios,-86.65620556,12.49115581
D,Marabios,-86.52850381,12.41060547
DN,Cosiguina,-87.64744434,12.99841724
DN,Cosiguina,-87.63983135,12.9863838
DN,Cosiguina,-87.63369184,12.97827965
DN,Cosiguina,-87.62485095,12.96968434
DN,Cosiguina,-87.61601006,12.96133461
DN,Cosiguina,-87.60864265,12.95617743
DN,Cosiguina,-87.5968548,12.94709096
DN,Cosiguina,-87.58752275,12.94316167
SN,Cofradia,-86.08015095,12.40632317
SN,Cofradia,-86.08408024,12.38569442
SN,Cofradia,-86.09390345,12.35033086
SN,Cofradia,-86.1007797,12.29532088
SN,Cofradia,-86.10004296,12.27420097
SN,Cofradia,-86.10053412,12.25087085
SN,Cofradia,-86.10790152,12.23490813
SN,Cofradia,-86.11035733,12.20985894
SN,Cofradia,-86.11354987,12.1767056
SN,Cofradia,-86.11600567,12.15656802
SN,Cofradia,-86.11895264,12.12636164
SN,Cofradia,-86.12091728,12.11580169
SN,Cofradia,-86.12533773,12.09689201
SN,Cofradia,-86.13196839,12.07847348
SN,Cofradia,-86.13786232,12.0607917
SN,Cofradia,-86.14228276,12.04507457
D,Ometepe,-86.15873664,11.98466182
D,Ometepe,-85.9288735,11.79998544
D,Ometepe,-85.82867674,11.73613457
D,Ometepe,-85.63024787,11.54458194
D,Ometepe,-85.48486434,11.42670341
D,Ometepe,-85.23633709,11.22729221
U,Rio_Sucio,-83.99847895,10.25156184
U,Rio_Sucio,-83.98859539,10.24482305
U,Rio_Sucio,-83.98679838,10.23988128
U,Rio_Sucio,-83.98320437,10.23628726
U,Rio_Sucio,-83.97961035,10.23449025
U,Rio_Sucio,-83.97287156,10.23449025
U,Rio_Sucio,-83.96703128,10.22909922
U,Rio_Sucio,-83.96388652,10.2255052
U,Rio_Sucio,-83.96388652,10.2255052
U,Rio_Sucio,-83.96074175,10.21696941
U,Rio_Sucio,-83.9602925,10.20663661
U,Rio_Sucio,-83.95849549,10.18956502
U,Rio_Sucio,-83.9551261,10.17361656
U,Rio_Sucio,-83.94906119,10.15542184
U,Rio_Sucio,-83.94636567,10.14419053
U,Rio_Sucio,-83.93962689,10.12105404
U,Rio_Sucio,-83.937156,10.10622871
U,Rio_Sucio,-83.93333736,10.08870787
U,Rio_Sucio,-83.93142804,10.08241834
U,Rio_Sucio,-83.92120754,10.07758887
U,Rio_Sucio,-83.91109937,10.07017621
U,Rio_Sucio,-83.90761766,10.06602063
U,Rio_Sucio,-83.90200201,10.06287586
U,Rio_Sucio,-83.89301696,10.05726021
U,Rio_Sucio,-83.88178565,10.04760128
U,Rio_Sucio,-83.87841626,10.04041324
U,Rio_Sucio,-83.87302523,10.03479759
U,Rio_Sucio,-83.86830808,10.02693567
U,Rio_Sucio,-83.86583719,10.01952301
T,Guapiles,-83.97410701,10.23516413
T,Guapiles,-83.97129918,10.23696114
T,Guapiles,-83.96849135,10.23583801
T,Guapiles,-83.96691897,10.23359175
T,Guapiles,-83.96523427,10.23100854
T,Guapiles,-83.96422346,10.22864997
T,Guapiles,-83.96085406,10.22561752
T,Guapiles,-83.95838317,10.22382051
T,Guapiles,-83.95636154,10.22303432
T,Guapiles,-83.95400296,10.22090037
T,Guapiles,-83.9508582,10.21854179
T,Guapiles,-83.9465903,10.21618322
T,Guapiles,-83.94479329,10.21483546
T,Guapiles,-83.93232654,10.20899518
T,Guapiles,-83.92738476,10.20382878
T,Guapiles,-83.92356612,10.1979885
T,Guapiles,-83.91390719,10.20090864
T,Guapiles,-83.90874079,10.20293027
T,Guapiles,-83.89391547,10.20517654
T,Guapiles,-83.88785056,10.20899518
T,Guapiles,-83.8813364,10.20989368
T,Guapiles,-83.87347448,10.20966906
T,Guapiles,-83.85932304,10.20877055
T,Guapiles,-83.84741785,10.20719817
T,Guapiles,-83.84157757,10.20787205
T,Guapiles,-83.82922313,10.20719817
T,Guapiles,-83.82607836,10.20674892
D,Atirro,-83.6975922,9.902155839
D,Atirro,-83.68411463,9.871606681
D,Atirro,-83.67423108,9.844651541
D,Atirro,-83.63705545,9.790853575
D,Atirro,-83.62537489,9.7764775
D,Atirro,-83.61987154,9.766032383
D,Atirro,-83.60594472,9.752330187
D,Atirro,-83.59235484,9.740537314
D,Atirro,-83.58415598,9.733349276
D,Atirro,-83.57157692,9.72144409
D,Atirro,-83.55326989,9.703024744
D,Atirro,-83.54675573,9.696061333
D,Atirro,-83.53642292,9.686627034
D,Atirro,-83.52811176,9.675844978
D,Atirro,-83.51463419,9.664389044
D,Atirro,-83.48341115,9.631368998
D,Atirro,-83.4640933,9.616992923
D,Atirro,-83.45420975,9.608457129
D,Atirro,-83.43354414,9.59138554
D,Atirro,-83.42366059,9.580603484
D,Atirro,-83.41153078,9.569372176
T,Unnamed,-84.56340147,10.30807111
T,Unnamed,-84.54700376,10.30357859
T,Unnamed,-84.52701203,10.3062741
T,Unnamed,-84.5079188,10.31233901
T,Unnamed,-84.49893376,10.31593303
T,Unnamed,-84.48141292,10.33008448
T,Unnamed,-84.47624651,10.3397434
T,Unnamed,-84.47040623,10.35119934
T,Unnamed,-84.46074731,10.3723142
T,Unnamed,-84.45535628,10.39028429
T,Unnamed,-84.43963245,10.40623275
T,Unnamed,-84.43401679,10.4212827
T,Unnamed,-84.42368399,10.42532597
T,Unnamed,-84.40369226,10.42824611
T,Unnamed,-84.39919974,10.42734761
T,Unnamed,-84.38280203,10.42667373
T,Unnamed,-84.36685357,10.41948569
T,Unnamed,-84.35809315,10.41342078
T,Unnamed,-84.35000661,10.40623275
T,Unnamed,-84.34776035,10.40196485
T,San_Miguel2,-84.4005475,10.38107462
T,San_Miguel2,-84.3816789,10.37433583
T,San_Miguel2,-84.36640432,10.36714779
T,San_Miguel2,-84.35202824,10.35322097
T,San_Miguel2,-84.33271039,10.35187322
T,San_Miguel2,-84.31608806,10.34872845
T,San_Miguel2,-84.29632096,10.33525088
T,San_Miguel2,-84.26891656,10.32446882
T,San_Miguel2,-84.25004797,10.32626583
T,San_Miguel2,-84.23117937,10.32446882
T,San_Miguel2,-84.209166,10.31593303
T,San_Miguel2,-84.19389142,10.31323751
T,San_Miguel2,-84.17861685,10.30515097
T,San_Miguel2,-84.16783479,10.3002092
T,San_Miguel2,-84.14492292,10.29931069
T,Siquirres-Matina,-83.51832823,10.09400238
T,Siquirres-Matina,-83.51316183,10.09198074
T,Siquirres-Matina,-83.50642305,10.08726359
T,Siquirres-Matina,-83.49901038,10.0890606
T,Siquirres-Matina,-83.49451786,10.08950985
T,Siquirres-Matina,-83.48980071,10.08838672
T,Siquirres-Matina,-83.48485894,10.09535013
T,Siquirres-Matina,-83.48036641,10.09916878
T,Siquirres-Matina,-83.47317837,10.10163967
T,Siquirres-Matina,-83.46329482,10.10231355
T,Siquirres-Matina,-83.45273739,10.10163967
T,Siquirres-Matina,-83.44195534,10.09871953
T,Siquirres-Matina,-83.43566581,10.09939341
T,Siquirres-Matina,-83.43094866,10.0975964
T,Siquirres-Matina,-83.42308674,10.09624864
T,Siquirres-Matina,-83.41792034,10.09310387
T,Siquirres-Matina,-83.41387707,10.08344495
T,Siquirres-Matina,-83.40084875,10.07648154
T,Siquirres-Matina,-83.39118982,10.07535841
T,Siquirres-Matina,-83.37883539,10.07288752
T,Siquirres-Matina,-83.36648095,10.06480098
T,Siquirres-Matina,-83.35794515,10.05267116
T,Siquirres-Matina,-83.34648922,10.03559958
T,Siquirres-Matina,-83.34087356,10.02661453
T,Siquirres-Matina,-83.33705492,10.02212201
T,Siquirres-Matina,-83.32178034,10.01156458
T,Siquirres-Matina,-83.31818632,10.00437654
T,Siquirres-Matina,-83.31504155,9.999434763
T,Siquirres-Matina,-83.30156398,9.995391492
T,Siquirres-Matina,-83.28763716,9.997637753
T,Siquirres-Matina,-83.26787006,10.00257953
T,Siquirres-Matina,-83.25933427,10.00392729
T,Siquirres-Matina,-83.25079847,9.99898551
T,Siquirres-Matina,-83.23777015,9.996289996
T,Siquirres-Matina,-83.22743735,10.00213028
T,Siquirres-Matina,-83.22294483,10.00482579
T,Siquirres-Matina,-83.21351053,10.00707205
T,Siquirres-Matina,-83.19733744,10.00707205
T,Siquirres-Matina,-83.18430913,10.00168102
T,Siquirres-Matina,-83.17577333,9.999434763
T,Siquirres-Matina,-83.16768679,9.994492987
T,Siquirres-Matina,-83.15510773,9.989551211
T,Siquirres-Matina,-83.14297791,9.986406445
T,Siquirres-Matina,-83.13489137,9.978319903
DN,Cano_Negro,-85.29983835,10.97251531
DN,Cano_Negro,-85.27692648,10.95319746
DN,Cano_Negro,-85.25491311,10.93387961
DN,Cano_Negro,-85.24368181,10.9235468
DN,Cano_Negro,-85.23694302,10.91725727
DN,Cano_Negro,-85.22571171,10.91006923
DN,Cano_Negro,-85.2135819,10.9037797
DN,Cano_Negro,-85.20235059,10.89659166
DN,Cano_Negro,-85.1938148,10.89120064
DN,Cano_Negro,-85.17629396,10.87547681
DN,Cano_Negro,-85.16506265,10.87053503
DN,Cano_Negro,-85.15158508,10.86199924
DN,Cano_Negro,-85.14394779,10.85211568
DN,Cano_Negro,-85.12597769,10.8359426
DN,Cano_Negro,-85.11294938,10.82516054
DN,Cano_Negro,-85.09587779,10.81437849
DN,Cano_Negro,-85.08734199,10.80494419
DN,Cano_Negro,-85.07341517,10.79011886
DN,Cano_Negro,-85.06218386,10.77259802
DN,Cano_Negro,-85.05072793,10.75979433
DN,Cano_Negro,-85.04219214,10.75462793
U,Penas_Blancas,-84.75955626,10.29403198
U,Penas_Blancas,-84.75169435,10.29672749
U,Penas_Blancas,-84.7478757,10.29942301
U,Penas_Blancas,-84.73821678,10.30346628
U,Penas_Blancas,-84.73215187,10.30414016
U,Penas_Blancas,-84.72698547,10.30683567
U,Penas_Blancas,-84.71979743,10.3079588
U,Penas_Blancas,-84.71238477,10.31424833
U,Penas_Blancas,-84.70766762,10.3182916
U,Penas_Blancas,-84.70519673,10.32053787
U,Penas_Blancas,-84.70047958,10.32121174
U,Penas_Blancas,-84.68902365,10.32143637
U,Penas_Blancas,-84.685205,10.32592889
U,Penas_Blancas,-84.68228486,10.32795053
U,Penas_Blancas,-84.67891547,10.33109529
U,Penas_Blancas,-84.67532145,10.33401543
U,Penas_Blancas,-84.6697058,10.33850796
U,Penas_Blancas,-84.66633641,10.34187735
U,Penas_Blancas,-84.66364089,10.34277586
U,Penas_Blancas,-84.6602715,10.34412361
U,Penas_Blancas,-84.6551051,10.34524674
U,Penas_Blancas,-84.65218496,10.34704375
U,Penas_Blancas,-84.64926482,10.34906539
U,Penas_Blancas,-84.64679393,10.35445642
U,Penas_Blancas,-84.64342454,10.3569273
U,Penas_Blancas,-84.63803351,10.3602967
U,Penas_Blancas,-84.63309173,10.36433997
U,Penas_Blancas,-84.6259037,10.36501385
U,Penas_Blancas,-84.62118655,10.36501385
U,Penas_Blancas,-84.61624477,10.36770936
U,Penas_Blancas,-84.60748435,10.36815861
U,Penas_Blancas,-84.60209332,10.36815861
U,Penas_Blancas,-84.59490528,10.36456459
U,Penas_Blancas,-84.59490528,10.36456459
U,Jabillos,-84.56480538,10.3577135
U,Jabillos,-84.56255912,10.36366609
U,Jabillos,-84.5589651,10.36759705
U,Jabillos,-84.55492183,10.37119107
U,Jabillos,-84.5504293,10.37377427
U,Jabillos,-84.54683529,10.3757959
U,Jabillos,-84.54256739,10.37703135
U,Jabillos,-84.53829949,10.37860373
U,Jabillos,-84.52897751,10.37995149
U,Jabillos,-84.52650662,10.38129924
U,Jabillos,-84.52145253,10.38141156
U,Jabillos,-84.51785851,10.38163618
U,Jabillos,-84.51302905,10.38197312
U,Jabillos,-84.50685183,10.38365782
U,Jabillos,-84.50000073,10.38466864
U,Jabillos,-84.49011718,10.38725184
U,Jabillos,-84.4816937,10.39253055
U,Jabillos,-84.47596573,10.39646151
U,Jabillos,-84.46855307,10.40140328
U,Jabillos,-84.46069115,10.40522193
U,Jabillos,-84.45282924,10.40701894
U,Jabillos,-84.44710127,10.40612043
U,Jabillos,-84.443058,10.40522193
U,Jabillos,-84.44159793,10.40454805
D,Candelaria,-84.48674779,9.858931097
D,Candelaria,-84.45956802,9.838939368
D,Candelaria,-84.44856134,9.832200583
D,Candelaria,-84.43216363,9.819172265
D,Candelaria,-84.42295396,9.812208854
D,Candelaria,-84.41082414,9.801876051
D,Candelaria,-84.40296223,9.796260397
D,Candelaria,-84.39375255,9.785927593
D,Candelaria,-84.38656452,9.779525747
D,Candelaria,-84.37724253,9.770989953
D,Candelaria,-84.37196382,9.766722056
D,Candelaria,-84.36623585,9.76032021
D,Candelaria,-84.36106945,9.756613878
D,Candelaria,-84.35848625,9.753356799
D,Candelaria,-84.33534975,9.723930772
D,Candelaria,-84.32209681,9.707308435
D,Candelaria,-84.29401854,9.686979767
D,Candelaria,-84.28121485,9.677096216
D,Candelaria,-84.25875223,9.660923132
D,Candelaria,-84.23539111,9.647894815
D,Candelaria,-84.21517475,9.636663507
D,Candelaria,-84.19608153,9.623635189
D,Candelaria,-84.17878531,9.610831498
D,Candelaria,-84.16395999,9.597578554
D,Candelaria,-84.13902648,9.573094302
D,Candelaria,-84.1237519,9.55916748
D,Candelaria,-84.10084004,9.534458602
D,Candelaria,-84.08107293,9.516488508
D,Candelaria,-84.05232078,9.497170658
D,Candelaria,-84.0352492,9.479200565
D,Candelaria,-84.01952536,9.465273743
D,Candelaria,-84.00919256,9.454940939
D,Candelaria,-83.99032396,9.438767855
D,Candelaria,-83.98493293,9.43382608
D,Candelaria,-83.96718747,9.410689585
D,Candelaria,-83.95752854,9.398335146
D,Candelaria,-83.94674649,9.379017296
D,Candelaria,-83.92832714,9.355880801
D,Candelaria,-83.91125555,9.340381595
D,Candelaria,-83.89148845,9.317020474
D,Candelaria,-83.87621387,9.290963839
D,Candelaria,-83.8627363,9.271196736
D,Candelaria,-83.84117219,9.237053559
T,Longitudinal,-83.84063232,9.231871362
T,Longitudinal,-83.84063232,9.228388309
T,Longitudinal,-83.83858347,9.223675942
T,Longitudinal,-83.83591996,9.219783117
T,Longitudinal,-83.83284667,9.218553804
T,Longitudinal,-83.82936362,9.217529377
T,Longitudinal,-83.82649522,9.214865865
T,Longitudinal,-83.82342194,9.212612125
T,Longitudinal,-83.82014377,9.21281701
T,Longitudinal,-83.81707049,9.211997468
T,Longitudinal,-83.81379232,9.210358384
T,Longitudinal,-83.80907995,9.206055789
T,Longitudinal,-83.80539202,9.204416705
T,Longitudinal,-83.80006499,9.20462159
T,Longitudinal,-83.79678682,9.204826476
T,Longitudinal,-83.79391843,9.203187392
T,Longitudinal,-83.79207446,9.201343422
T,Longitudinal,-83.78982072,9.199909224
T,Longitudinal,-83.78367415,9.196016399
T,Longitudinal,-83.77978133,9.193557773
T,Longitudinal,-83.77670805,9.192123575
T,Longitudinal,-83.7674882,9.186591666
T,Longitudinal,-83.76093186,9.184952582
T,Longitudinal,-83.75724392,9.184952582
T,Longitudinal,-83.75212178,9.183723269
T,Longitudinal,-83.7476143,9.182903727
T,Longitudinal,-83.7420824,9.180445101
T,Longitudinal,-83.7363456,9.179420674
T,Longitudinal,-83.73265766,9.178601132
T,Longitudinal,-83.73040392,9.174503422
T,Longitudinal,-83.73388698,9.16958617
T,Longitudinal,-83.73511629,9.166103116
T,Longitudinal,-83.73368209,9.160980978
T,Longitudinal,-83.73040392,9.157497925
T,Longitudinal,-83.72835507,9.151761131
T,Longitudinal,-83.72733064,9.149302505
T,Longitudinal,-83.72733064,9.142746169
T,Longitudinal,-83.72548667,9.13905823
T,Longitudinal,-83.72056942,9.134140978
T,Longitudinal,-83.71585705,9.130657924
T,Longitudinal,-83.71339842,9.126355329
T,Longitudinal,-83.7109398,9.124101588
T,Longitudinal,-83.70930071,9.121642962
T,Longitudinal,-83.70704697,9.119594107
T,Longitudinal,-83.70438346,9.116930596
T,Longitudinal,-83.70110529,9.115086626
T,Longitudinal,-83.69782713,9.112218229
T,Longitudinal,-83.69557339,9.107915634
T,Longitudinal,-83.69372942,9.106481435
T,Longitudinal,-83.69147568,9.103817923
T,Longitudinal,-83.68819751,9.100949526
T,Longitudinal,-83.68717308,9.097466473
T,Longitudinal,-83.68389491,9.093983419
T,Longitudinal,-83.68287049,9.093163877
T,Longitudinal,-83.67918255,9.087836854
T,Longitudinal,-83.67774835,9.082509831
T,Longitudinal,-83.67221644,9.07984632
T,Longitudinal,-83.66832361,9.078207236
T,Longitudinal,-83.66320148,9.076363266
T,Longitudinal,-83.658694,9.073289984
T,Longitudinal,-83.65418651,9.06980693
T,Longitudinal,-83.65111323,9.066528762
T,Longitudinal,-83.64742529,9.063660365
T,Longitudinal,-83.64414713,9.060587083
T,Longitudinal,-83.63943476,9.058333342
T,Longitudinal,-83.63554193,9.056694258
T,Longitudinal,-83.63267354,9.053620976
T,Longitudinal,-83.62509277,9.053006319
T,Longitudinal,-83.61935598,9.051572121
T,Longitudinal,-83.61607781,9.052596548
T,Longitudinal,-83.61116056,9.048703724
T,Longitudinal,-83.60235048,9.038664334
T,Longitudinal,-83.5992772,9.032107998
T,Longitudinal,-83.59374529,9.025141891
T,Longitudinal,-83.58124728,9.013463417
T,Longitudinal,-83.57489583,9.007111967
T,Longitudinal,-83.571003,9.004448455
T,Longitudinal,-83.56485644,8.999940974
T,Longitudinal,-83.55789033,8.99420418
T,Longitudinal,-83.55071934,8.991130898
T,Longitudinal,-83.5412946,8.988877157
T,Longitudinal,-83.53227964,8.987442958
T,Longitudinal,-83.52203537,8.990721127
T,Longitudinal,-83.5130204,8.985598989
T,Longitudinal,-83.50687384,8.978427996
T,Longitudinal,-83.49806376,8.972076546
T,Longitudinal,-83.48884392,8.967978836
T,Longitudinal,-83.4792143,8.968798378
T,Longitudinal,-83.47142865,8.968593492
T,Longitudinal,-83.4665114,8.967159294
T,Longitudinal,-83.45913552,8.966749523
T,Longitudinal,-83.45380849,8.965929981
T,Longitudinal,-83.44643262,8.966339752
T,Longitudinal,-83.43311506,8.964905553
T,Longitudinal,-83.42983689,8.95732479
T,Longitudinal,-83.42819781,8.946260973
T,Longitudinal,-83.42246101,8.935197156
T,Longitudinal,-83.41221674,8.929050591
T,Longitudinal,-83.40361155,8.922904025
T,Longitudinal,-83.39746498,8.918396544
T,Longitudinal,-83.38599139,8.911840208
T,Longitudinal,-83.3802546,8.908971811
T,Longitudinal,-83.37410803,8.906513185
T,Longitudinal,-83.36796147,8.90446433
T,Longitudinal,-83.36427353,8.899956849
T,Longitudinal,-83.35853674,8.895449368
T,Longitudinal,-83.35402925,8.893400513
T,Longitudinal,-83.35034132,8.888893032
T,Longitudinal,-83.33948238,8.883156238
T,Longitudinal,-83.33149185,8.879673185
T,Longitudinal,-83.31510101,8.86758494
T,Longitudinal,-83.3110033,8.86348723
T,Longitudinal,-83.30588116,8.849964787
T,Longitudinal,-83.30301277,8.839105855
T,Longitudinal,-83.2997346,8.832344634
T,Longitudinal,-83.29522712,8.829476237
T,Longitudinal,-83.28785124,8.825378527
T,Longitudinal,-83.28354864,8.82251013
T,Longitudinal,-83.27760696,8.81656845
T,Longitudinal,-83.26818223,8.812060969
T,Longitudinal,-83.26285521,8.808987686
T,Longitudinal,-83.25527444,8.801611808
T,Longitudinal,-83.25138162,8.797104327
T,Longitudinal,-83.24707902,8.792187075
T,Longitudinal,-83.24154711,8.789728449
T,Longitudinal,-83.2374494,8.78604051
T,Longitudinal,-83.23232727,8.779279289
T,Longitudinal,-83.22741001,8.776410892
T,Longitudinal,-83.21798528,8.772518067
T,Longitudinal,-83.21327292,8.763503105
T,Longitudinal,-83.20671658,8.757971197
T,Longitudinal,-83.19729185,8.754283258
T,Longitudinal,-83.19339902,8.749980662
T,Longitudinal,-83.18581826,8.74731715
T,Longitudinal,-83.17721307,8.741580356
T,Longitudinal,-83.17311536,8.738711959
T,Longitudinal,-83.16553459,8.734204478
T,Longitudinal,-83.15795383,8.729901883
T,Longitudinal,-83.15180726,8.723140661
T,Longitudinal,-83.14729978,8.715559898
T,Longitudinal,-83.14115322,8.709618218
T,Longitudinal,-83.13254803,8.701217913
T,Longitudinal,-83.11410833,8.697325088
T,Longitudinal,-83.10550314,8.69179318
T,Longitudinal,-83.09689795,8.68810524
T,Longitudinal,-83.07886803,8.682778217
T,Longitudinal,-83.06903352,8.683187988
T,Longitudinal,-83.05018406,8.680319591
T,Longitudinal,-83.03625184,8.674173026
T,Longitudinal,-83.02354894,8.670894858
T,Longitudinal,-83.00838741,8.665977606
T,Longitudinal,-82.99650405,8.663109209
T,Longitudinal,-82.98257184,8.656552873
T,Longitudinal,-82.97150802,8.652045392
T,Longitudinal,-82.95716604,8.645489056
T,Longitudinal,-82.94159474,8.636064323
T,Longitudinal,-82.92479413,8.628278674
T,Longitudinal,-82.91454985,8.622951651
T,Longitudinal,-82.89938833,8.611068292
T,Longitudinal,-82.88463657,8.602872872
T,Longitudinal,-82.87849001,8.599594704
T,Longitudinal,-82.87029459,8.588121116
T,Longitudinal,-82.86209917,8.579106154
T,Longitudinal,-82.85431352,8.569271649
T,Longitudinal,-82.8432497,8.562305542
T,Longitudinal,-82.83710313,8.559437145
S,St_Brans_Burg,-77.8631893,18.51528515
S,St_Brans_Burg,-77.84671735,18.51268432
S,St_Brans_Burg,-77.83429113,18.51066145
S,St_Brans_Burg,-77.82475474,18.50950552
S,St_Brans_Burg,-77.80654889,18.50285894
S,St_Brans_Burg,-77.79585656,18.50025811
S,St_Brans_Burg,-77.78227442,18.49707931
S,St_Brans_Burg,-77.76349061,18.49187764
S,St_Brans_Burg,-77.74846356,18.48783189
S,St_Brans_Burg,-77.72967975,18.48407513
S,St_Brans_Burg,-77.71494168,18.47829549
S,St_Brans_Burg,-77.69066722,18.47367179
S,St_Brans_Burg,-77.66754868,18.46991502
S,St_Brans_Burg,-77.64240727,18.46355743
S,St_Brans_Burg,-77.62564633,18.45980066
S,St_Brans_Burg,-77.60686252,18.45488797
S,St_Brans_Burg,-77.58836769,18.45373205
S,St_Brans_Burg,-77.57565249,18.45228714
S,Unnamed2,-77.60866865,18.43726009
S,Unnamed2,-77.59017382,18.43205842
S,Unnamed2,-77.57716964,18.4291686
S,Unnamed2,-77.56214259,18.42570082
S,Unnamed2,-77.5572299,18.42338897
S,Unnamed2,-77.54971638,18.42021017
S,Unnamed2,-77.53815711,18.41703137
S,Unnamed2,-77.53093257,18.41847628
S,Unnamed2,-77.51763941,18.41760933
S,Unnamed2,-77.5034793,18.41645341
S,Unnamed2,-77.48874124,18.41154072
S,Unnamed2,-77.47804891,18.40749497
S,Unnamed2,-77.46648964,18.40460515
SR,Duanvale,-77.93221981,18.45398491
SR,Duanvale,-77.91863767,18.45282898
SR,Duanvale,-77.90823433,18.45196203
SR,Duanvale,-77.89378524,18.45196203
SR,Duanvale,-77.88945052,18.45196203
SR,Duanvale,-77.87586838,18.44965018
SR,Duanvale,-77.85448373,18.45022814
SR,Duanvale,-77.84176853,18.44820527
SR,Duanvale,-77.83049825,18.44733833
SR,Duanvale,-77.81171444,18.4461824
SR,Duanvale,-77.7949535,18.44531546
SR,Duanvale,-77.78455015,18.44069175
SR,Duanvale,-77.77674765,18.43693499
SR,Duanvale,-77.76403245,18.42682062
SR,Duanvale,-77.74987235,18.42075201
SR,Duanvale,-77.74091391,18.41641728
SR,Duanvale,-77.72386399,18.41063765
SR,Duanvale,-77.71230472,18.40543598
SR,Duanvale,-77.69930054,18.39821143
SR,Duanvale,-77.69005313,18.39445467
SR,Duanvale,-77.68037224,18.39214282
SR,Duanvale,-77.67098034,18.39098689
SR,Duanvale,-77.66245537,18.38939749
SR,Duanvale,-77.64916222,18.38824156
SR,Duanvale,-77.63413517,18.38853055
SR,Duanvale,-77.61983057,18.38997546
SR,Duanvale,-77.6114501,18.39170935
SR,Duanvale,-77.60610394,18.39488814
SR,Duanvale,-77.60119125,18.39647754
SR,Duanvale,-77.59656754,18.40081227
SR,Duanvale,-77.59151036,18.40240167
SR,Duanvale,-77.58414133,18.40124574
SR,Duanvale,-77.57893966,18.39994532
SR,Duanvale,-77.5718596,18.39951185
SR,Duanvale,-77.56304566,18.39951185
SR,Duanvale,-77.5576995,18.39965634
SR,Duanvale,-77.54845208,18.39835593
SR,Duanvale,-77.54267245,18.39676653
SR,Duanvale,-77.5355924,18.39618856
SR,Duanvale,-77.52822336,18.39618856
SR,Duanvale,-77.51709757,18.39792245
SR,Duanvale,-77.50987302,18.3987894
SR,Duanvale,-77.50192603,18.39864491
SR,Duanvale,-77.49484598,18.3987894
SR,Duanvale,-77.48892185,18.39517713
SR,Duanvale,-77.48270874,18.39040893
SR,Duanvale,-77.47505073,18.38621869
SR,Duanvale,-77.46652577,18.38159499
SR,Duanvale,-77.45670039,18.3750929
SR,Duanvale,-77.45164321,18.37046919
SR,East_Duanvale,-77.47013804,18.38549624
SR,East_Duanvale,-77.46002368,18.38462929
SR,East_Duanvale,-77.45222117,18.38318438
SR,East_Duanvale,-77.44123987,18.38116151
SR,East_Duanvale,-77.43314838,18.38231744
SR,East_Duanvale,-77.42563485,18.38376235
SR,East_Duanvale,-77.4137866,18.38318438
SR,East_Duanvale,-77.40656206,18.38491827
SR,East_Duanvale,-77.39211297,18.38636318
SR,East_Duanvale,-77.38113167,18.38723013
SR,East_Duanvale,-77.36812749,18.38665217
SR,East_Duanvale,-77.35281146,18.38405133
SR,East_Duanvale,-77.34125219,18.37942762
SR,East_Duanvale,-77.32709208,18.37307002
SR,East_Duanvale,-77.31639976,18.36757937
SR,East_Duanvale,-77.31004216,18.36815733
SR,East_Duanvale,-77.3031066,18.36844632
SR,East_Duanvale,-77.28836853,18.36729039
SR,East_Duanvale,-77.27478639,18.36093279
SR,East_Duanvale,-77.26582796,18.35688705
